painting,image,iconclass
http://www.wikidata.org/entity/Q17339488,http://commons.wikimedia.org/wiki/Special:FilePath/Manner%20of%20Jacob%20Cornelisz.%20van%20Oostsanen%20001.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q17343060,http://commons.wikimedia.org/wiki/Special:FilePath/De%20boetvaardige%20Maria%20Magdalena%20Rijksmuseum%20SK-C-1347.jpeg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q17347293,http://commons.wikimedia.org/wiki/Special:FilePath/Genaamd%20Orcagna%20Andrea%20di%20Cione%20-%20Drieluik%20met%20Maria%20en%20kind%20en%20de%20heiligen%20Maria%20Magdalena%20en%20Ansanus%20-%20NK1726%20-%20Rijksmuseum.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q18600212,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Magdalen%20Reading%20%28Ambrosius%20Benson%29%20-%20Nationalmuseum%20-%2017632.tif,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q18683035,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Cornelis%20-%20The%20Magdalen%20in%20a%20Landscape%20-%20Google%20Art%20Project.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q18686031,http://commons.wikimedia.org/wiki/Special:FilePath/Hugo%20van%20der%20Goes%20-%20Portinari%20Triptych.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q18711755,http://commons.wikimedia.org/wiki/Special:FilePath/3415%20Mar%C3%ADa%20Magdalena%20como%20melancol%C3%ADa.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q19926040,http://commons.wikimedia.org/wiki/Special:FilePath/Lochner%20Marie%20Madeleine.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q19928829,http://commons.wikimedia.org/wiki/Special:FilePath/Meester%20van%20de%20Vrouwelijke%20Halffiguren%20-%20Maria%20Magdalena%20zingend%20bij%20de%20luit%20-%201505%20%28OK%29%20-%20Museum%20Boijmans%20Van%20Beuningen.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q19943601,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Memling%20Triptych%20The%20Rest%20on%20The%20Flight%20into%20Egypt%20Sainte%20Madeleine.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20181858,http://commons.wikimedia.org/wiki/Special:FilePath/Saints%20John%20the%20Evangelist%20and%20Mary%20Magdalene%20MET%20DT3072.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20187902,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Mary%20Magdalen%20MET%20LC-1975%201%20014-001.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20198907,http://commons.wikimedia.org/wiki/Special:FilePath/Ugolino%20di%20nerio%2C%20santa%20maria%20maddalena%2C%201320%20ca..JPG,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20199005,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Coeck%20van%20Aelst%20-%20Triptych.%20Joseph%20of%20Arimathaea%20%28left%20wing%29%2C%20Mary%20Magdalen%20%28right%20wing%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20262161,http://commons.wikimedia.org/wiki/Special:FilePath/Follower%20of%20Rembrandt%20Harmenszoon%20van%20Rijn%20-%20The%20Raising%20of%20Lazarus%20-%201970.1010%20-%20Art%20Institute%20of%20Chicago.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20267955,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Female%20Half-Lengths%20-%20A%20Lady%20Reading%20%28Saint%20Mary%20Magdalene%29%20-%201954.290%20-%20Art%20Institute%20of%20Chicago.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20440213,http://commons.wikimedia.org/wiki/Special:FilePath/Toussaint%20Gelton%20-%20The%20Penitent%20Saint%20Mary%20Magdalene%20-%20KMSsp826%20-%20Statens%20Museum%20for%20Kunst.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20538133,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolomeo%20Vivarini%20Santa%20Maria%20Magdalena%20Boston%20MFA%201475.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20565644,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Mary%20Magdalen.1320.Ugolino%20di%20Nerio.%20Boston%2C%20MFA.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20808409,http://commons.wikimedia.org/wiki/Special:FilePath/Bergognone%2C%20Saint%20Mary%20Magdalene.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q21487137,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Christ%20Appearing%20to%20Mary%20Magdalene%2C%20%E2%80%98Noli%20me%20tangere%E2%80%99.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q21614508,http://commons.wikimedia.org/wiki/Special:FilePath/Heilige%20Maria%20Magdalena%2C%20Quinten%20Massijs%2C%281514-1524%29%2C%20Koninklijk%20Museum%20voor%20Schone%20Kunsten%20Antwerpen%2C%20243.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q21675998,http://commons.wikimedia.org/wiki/Special:FilePath/Ambrosius%20Benson%20-%20Mary%20Magdalene%20-%20WGA1890.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q22081689,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20Frankfurt%20St.%20Mary%20Magdalene.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q22329816,http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20The%20Lamentation.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q22337534,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Magdalen%20Reading%20-%20Ambrosius%20Benson%20%28NG655%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q24061286,http://commons.wikimedia.org/wiki/Special:FilePath/Pi%C3%ABta%20met%20Maria%20Magdalena%20Centraal%20Museum%2018073.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26231868,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20Female%20Half%20Lengths%20Mary%20Magdalene%20with%20a%20chalice.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26492769,http://commons.wikimedia.org/wiki/Special:FilePath/Ma%C3%AEtre%20de%20Delft%20Triptyque%20Crucifixion%20-%20National%20Gallery.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26524774,http://commons.wikimedia.org/wiki/Special:FilePath/Anonymous-Spanish%3F%20-%20Mary%20Magdalen%20-%20NG.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26689445,http://commons.wikimedia.org/wiki/Special:FilePath/Atelier%20van%20Meester%20van%201518%20-%20Maria%20Magdalena%20-%20NG719%20-%20National%20Gallery.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26689446,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Female%20Half-Lengths%20-%20A%20Female%20Head%20%28National%20Gallery%20London%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26705622,http://commons.wikimedia.org/wiki/Special:FilePath/Sienesischer%20Meister%20001.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26997793,http://commons.wikimedia.org/wiki/Special:FilePath/Rechtervleugel%20van%20een%20memorietafel%20met%20negen%20vrouwsportretten%20%28binnenzijde%20rechtervleugel%29%2C%20waarschijnlijk%20Kathrijn%20Willemdsdr%20van%20der%20Graft%20%28%3F-1490-91%29%20en%20familie%20met%20de%20heilige%20Maria%20Rijksmuseum%20SK-A-1188-B.jpeg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26999865,http://commons.wikimedia.org/wiki/Special:FilePath/Meester%20van%20Alkmaar%20-%20Linkervleugel%20van%20een%20memorietafel%20met%20acht%20mansportretten%20%28binnenzijde%20linkervleugel%29%2C%20waarschijnli%20-%20SK-A-1188-A%20-%20Rijksmuseum.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27037956,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20View%20of%20Saint%20Gudula%20-%20Virgin%20and%20Child%2C%20with%20the%20Magdalene%20and%20a%20Donatrix%2C%20Friedl%C3%A4nder%2C%20ENP%2C%20vol.%204%2C%20nr.%20073.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27128248,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Female%20Half-Lengths%20-%20Mary%20Magdalene%20writing%20at%20her%20desk.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27186325,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Gossaert%20-%20Portrait%20of%20a%20young%20lady%20as%20Mary%20Magdalene%2C%20possibly%20Ysabeau.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27497965,http://commons.wikimedia.org/wiki/Special:FilePath/Isenbrant%2C%20Adriaen%20%E2%80%94%20Mary%20Magdalene%20Reading%20%E2%80%94%20Doria%20Pamphilj.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27690130,http://commons.wikimedia.org/wiki/Special:FilePath/Historias%20de%20San%20Juan%20Bautista%20%28Jaume%20Serra%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27690156,http://commons.wikimedia.org/wiki/Special:FilePath/Historias%20de%20la%20Magdalena%20%28Jaume%20Serra%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27700068,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Dyck%20-%20Piet%C3%A0%2C%20Ca.%201629.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27981604,http://commons.wikimedia.org/wiki/Special:FilePath/Gaspar%20de%20Crayer%20-%20Virgin%20with%20child%20and%20saints%20Maria%20Magdalen%2C%20Cecilia%2C%20Dorothea%2C%20Catharina%20and%20Augustine.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q28061413,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20pietersz.%2C%20maddalena%20penitente%2C%201575-1600%20ca.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q28073509,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Mansi%20Magdalene%20-%20St.%20Mary%20Magdalene.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q28099246,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Teniers%20after%20Palma%20il%20Vecchio%20-%20Mary%20Magdalene.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q28113631,http://commons.wikimedia.org/wiki/Special:FilePath/Gortzius%20Geldorp%20de%20Oude%20-%20The%20Penitent%20Mary%20Magdalen%20-%20319%20-%20Mauritshuis.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q28169199,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Teniers%20the%20Younger%20-%20St.%20Nicholas%20of%20Bari%20and%20the%20Magdalene.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q29648941,http://commons.wikimedia.org/wiki/Special:FilePath/Ma%C3%AEtre%20des%20demi-figures%20-%20Sainte%20Madeleine%20lisant%20%28Louvre%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q29848493,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Le%20Brun%20-%20The%20Repentant%20Magdalen%20-%20WGA12540.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q29954243,http://commons.wikimedia.org/wiki/Special:FilePath/Barent%20van%20Orley%20-%20Hl.%20Maria%20Magdalena%20%28Margarethe%20von%20%C3%96sterreich%29%20-%201133%20-%20Bavarian%20State%20Painting%20Collections.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q29954323,http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20van%20Leyden%20010.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q29980904,http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20Dou%20-%20Penitent%20Magdalene%20Hamburg.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q30061442,http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20Engebrechtsz.%20-%20Drieluik%20met%20de%20bewening%20-%20SK-C-1772%20-%20Rijksmuseum.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q30093951,http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Granacci%20-%20Hl.%20Magdalena%20-%201068%20-%20Bavarian%20State%20Painting%20Collections.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q30149695,http://commons.wikimedia.org/wiki/Special:FilePath/P1160311%20Louvre%20Ste%20madeleine%20Quentin%20Metsys%20RF2006-1%20rwk.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q40043807,http://commons.wikimedia.org/wiki/Special:FilePath/Konrad%20Witz%20007.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q43257016,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Penitent%20Magdalen%20-%20Nationalmuseum%20-%2018305.tif,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q47008667,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Mansi%20Magdalen%20-%20Mary%20Magdalen.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q50990642,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Female%20Half-Lengths%20-%20Lezende%20Maria%20Magdalena%20-%2051.2973%20-%20Museum%20of%20Fine%20Arts%2C%20Budapest.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q54565796,http://commons.wikimedia.org/wiki/Special:FilePath/Signorelli%2C%20St%20Augustine%20Altarpiece%20left.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q56096852,http://commons.wikimedia.org/wiki/Special:FilePath/Rubens%20-%20Maria%20mit%20Jesus%20und%20Johannes%2C%20von%20reuigen%20S%C3%BCndern%20und%20Heiligen%20verehrt%2C%20um%201619.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q63191747,http://commons.wikimedia.org/wiki/Special:FilePath/A%20descriptive%20and%20illustrated%20catalogue%20of%20150%20paintings%20by%20old%20masters%20of%20the%20Dutch%2C%20Flemish%2C%20German%2C%20Italian%2C%20Spanish%20and%20French%20schools%20%28electronic%20resource%29%20%281911%29%20%2814741059026%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q63891408,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Dyck%20-%20The%20madonna%2C%20venerated%20by%20SS.%20Barbara%2C%20Catherine%20of%20Siena%20%28%29%2C%20Mary%20Magdalene%2C%20Francis%20of%20Assisi%20and%20Antony%20of%20Padua%2C%20c.%201627.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q64513847,http://commons.wikimedia.org/wiki/Special:FilePath/Quentin%20Massys%20-%20Mary%20Magdalene%20-%2040.130%20-%20Detroit%20Institute%20of%20Arts.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q64514044,http://commons.wikimedia.org/wiki/Special:FilePath/Michel%20Sittow%20-%20Catherine%20of%20Aragon%20as%20the%20Magdalene%20-%2040.50%20-%20Detroit%20Institute%20of%20Arts.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q64787179,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Lamentation%20%28SM%201268%29.png,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q64787181,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Lamentation%20%28SM%201672%29.png,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q64787402,http://commons.wikimedia.org/wiki/Special:FilePath/Naar%20Anton%20von%20Woensam%20-%20Anna%20selbdritt%20%28links%29%2C%20Maria%20Magdalena%20en%20Ursula%20%28rechts%29%20-%20SG%20989%2C%20SG%20990%20-%20St%C3%A4del%20Museum.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q64798848,http://commons.wikimedia.org/wiki/Special:FilePath/Adam%20Elsheimer%2C%20Kreuzaltar%2C%20ca.%201603%E2%80%931605.png,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q64800095,http://commons.wikimedia.org/wiki/Special:FilePath/Deposition%20of%20Christ%20%28SM%20751%29.png,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q64800439,http://commons.wikimedia.org/wiki/Special:FilePath/Adam%20Elsheimer%20-%20Glorification%20of%20the%20Cross%20-%20WGA7498.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q64873687,http://commons.wikimedia.org/wiki/Special:FilePath/803a-joos%20van%20cleve-beweinung%20christi-1524.png,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q70345741,http://commons.wikimedia.org/wiki/Special:FilePath/Godefridus%20Schalcken%20-%20Conversion%20of%20Mary%20Magdalen%20-%20GS-114%20-%20Leiden%20Collection.jpg,11HH(MARY MAGDALENE)
