painting,image,iconclass
http://www.wikidata.org/entity/Q17319935,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20de%20Doper%20Rijksmuseum%20SK-A-216.jpeg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q17323976,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20met%20kind%20en%20vier%20heiligen%20Rijksmuseum%20SK-A-1294.jpeg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q17324040,http://commons.wikimedia.org/wiki/Special:FilePath/Portretten%20van%20twee%20jongens%20in%20een%20landschap%2C%20de%20een%20gekleed%20als%20jager%2C%20de%20ander%20als%20Johannes%20de%20Doper%20Rijksmuseum%20SK-A-1357.jpeg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q17324378,http://commons.wikimedia.org/wiki/Special:FilePath/Altaarstuk%201586.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q17330054,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Virgin%20and%20Child%20enthroned%2C%20with%20Sts%20Jerome%20and%20John%20the%20Baptist%20and%20a%20kneeling%20Carthusian%20monk%20by%20Jan%20Provoost%20%281465%20-%201529%29%20attributed.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q17334273,http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Botticini%20-%20Johannes%20de%20Doper.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q18508770,http://commons.wikimedia.org/wiki/Special:FilePath/Clevelandart%201966.238.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q18573040,http://commons.wikimedia.org/wiki/Special:FilePath/Paolo%20veneziano%2C%20madonna%20col%20bambino%20e%20santi%2C%201354%2C%2002.JPG,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q18574292,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20%28after%29%20-%20Saint%20John%20the%20Baptist%20%28Nationalmuseum%2C%20Stockholm%29.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q18593949,http://commons.wikimedia.org/wiki/Special:FilePath/St%20John%20the%20Baptist.%20Part%20of%20Deesis.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q19911601,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Crucifixion%20with%20Saints%20and%20a%20Donor.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q19911921,http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20david%2C%20santi%20giovanni%20battista%20e%20francesco%20ricevente%20le%20stimmate%2C%201485-90%20ca..JPG,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q19925278,http://commons.wikimedia.org/wiki/Special:FilePath/Anoniem%20ca.%201410-1420%20-%20H.%20Antonius%20%28links%29%2C%20De%20balseming%20van%20het%20lijk%20van%20Christus%20%28midden%29%2C%20Johannes%20de%20Doper%20%28rechts%29%20-%203723%20%28OK%29%20-%20Museum%20Boijmans%20Van%20Beuningen.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q19925786,http://commons.wikimedia.org/wiki/Special:FilePath/Fernando%20Gallego%20-%20Johannes%20de%20Doper%20-%200031%20-%20Museum%20Boijmans%20Van%20Beuningen.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q19943594,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Memling%20Triptych%20The%20Rest%20on%20The%20Flight%20into%20Egypt%20Saint%20John.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q20200897,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Nativity%20MET%20cdi49-109oc1.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q20382178,http://commons.wikimedia.org/wiki/Special:FilePath/Ambrogio%20Lorenzetti%20-%20St.%20John%20the%20Baptist%20-%20Google%20Art%20Project.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q20441536,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolomeo%20di%20Giovanni%20-%20Saint%20John%20the%20Baptist%20-%20Google%20Art%20Project.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q20795052,http://commons.wikimedia.org/wiki/Special:FilePath/Ugolino%20di%20Nerio%20or%20-%20tai%20-%20eller%20Ugolino%20da%20Siena%20%281295%3F-1337%3F-1347%3F%29-%20Saint%20John%20the%20Baptist%20-%20Johannes%20Kastaja%20-%20Johannes%20D%C3%B6paren%20%2829358937062%29.jpg,11H(JOHN THE BAPTIST)
http://www.wikidata.org/entity/Q568847,http://commons.wikimedia.org/wiki/Special:FilePath/El%20Descendimiento%2C%20by%20Rogier%20van%20der%20Weyden%2C%20from%20Prado%20in%20Google%20Earth.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q686107,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20d.%20%C3%84.%20007b.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q2529591,http://commons.wikimedia.org/wiki/Special:FilePath/Beato%20angelico%20e%20lorenzo%20monaco%2C%20pala%20di%20santa%20trinita%20%28deposizione%20e%20santi%29%2C%20ante%201432%2C%2001.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q3005527,http://commons.wikimedia.org/wiki/Special:FilePath/Sandro%20Botticelli%20-%20Mystic%20crucifixion.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q3463923,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat87i.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q3708025,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20bartolomeo%2C%20dio%20padre%20lucca.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q3842302,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Magdalena%20penitente%20%28Luca%20Giordano%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q3847397,http://commons.wikimedia.org/wiki/Special:FilePath/Correggio%2C%20maria%20maddalena.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q3949115,http://commons.wikimedia.org/wiki/Special:FilePath/Carlo%20Crivelli%20-%20Maria%20Magdalena%20-%20NK3122%20-%20Rijksmuseum.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q4448822,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20%28Tiziano%20Vecellio%29%2C%20between%201485%20and%201490-1576%20-%20Repentant%20Mary%20Magdalene%20-%20%D0%93%D0%AD-117%20-%20Hermitage%20Museum.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q6004260,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20de%20Ribera%20024.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q16589363,http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Penitent%20Magdalen%20-%20WGA10580.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q17319790,http://commons.wikimedia.org/wiki/Special:FilePath/De%20boetvaardige%20Maria%20Magdalena%20Rijksmuseum%20SK-A-103.jpeg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q17320369,http://commons.wikimedia.org/wiki/Special:FilePath/Maria%20Magdalena%20Rijksmuseum%20SK-A-372.jpeg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q17321354,http://commons.wikimedia.org/wiki/Special:FilePath/De%20heilige%20familie%20met%20Maria%20Magdalena%20Rijksmuseum%20SK-A-597.jpeg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q17322914,http://commons.wikimedia.org/wiki/Special:FilePath/De%20boetvaardige%20Maria%20Magdalena.%20Rijksmuseum%20SK-A-782.jpeg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q17328099,http://commons.wikimedia.org/wiki/Special:FilePath/Lawrence%20Alma%20Tadema%20001.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q17339488,http://commons.wikimedia.org/wiki/Special:FilePath/Manner%20of%20Jacob%20Cornelisz.%20van%20Oostsanen%20001.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q17343060,http://commons.wikimedia.org/wiki/Special:FilePath/De%20boetvaardige%20Maria%20Magdalena%20Rijksmuseum%20SK-C-1347.jpeg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q17347293,http://commons.wikimedia.org/wiki/Special:FilePath/Genaamd%20Orcagna%20Andrea%20di%20Cione%20-%20Drieluik%20met%20Maria%20en%20kind%20en%20de%20heiligen%20Maria%20Magdalena%20en%20Ansanus%20-%20NK1726%20-%20Rijksmuseum.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q18600212,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Magdalen%20Reading%20%28Ambrosius%20Benson%29%20-%20Nationalmuseum%20-%2017632.tif,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q18683035,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Cornelis%20-%20The%20Magdalen%20in%20a%20Landscape%20-%20Google%20Art%20Project.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q18686031,http://commons.wikimedia.org/wiki/Special:FilePath/Hugo%20van%20der%20Goes%20-%20Portinari%20Triptych.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q18711755,http://commons.wikimedia.org/wiki/Special:FilePath/3415%20Mar%C3%ADa%20Magdalena%20como%20melancol%C3%ADa.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q19926040,http://commons.wikimedia.org/wiki/Special:FilePath/Lochner%20Marie%20Madeleine.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q19928829,http://commons.wikimedia.org/wiki/Special:FilePath/Meester%20van%20de%20Vrouwelijke%20Halffiguren%20-%20Maria%20Magdalena%20zingend%20bij%20de%20luit%20-%201505%20%28OK%29%20-%20Museum%20Boijmans%20Van%20Beuningen.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q19943601,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Memling%20Triptych%20The%20Rest%20on%20The%20Flight%20into%20Egypt%20Sainte%20Madeleine.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20181858,http://commons.wikimedia.org/wiki/Special:FilePath/Saints%20John%20the%20Evangelist%20and%20Mary%20Magdalene%20MET%20DT3072.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20187902,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Mary%20Magdalen%20MET%20LC-1975%201%20014-001.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20198907,http://commons.wikimedia.org/wiki/Special:FilePath/Ugolino%20di%20nerio%2C%20santa%20maria%20maddalena%2C%201320%20ca..JPG,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20199005,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Coeck%20van%20Aelst%20-%20Triptych.%20Joseph%20of%20Arimathaea%20%28left%20wing%29%2C%20Mary%20Magdalen%20%28right%20wing%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20262161,http://commons.wikimedia.org/wiki/Special:FilePath/Follower%20of%20Rembrandt%20Harmenszoon%20van%20Rijn%20-%20The%20Raising%20of%20Lazarus%20-%201970.1010%20-%20Art%20Institute%20of%20Chicago.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20267955,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Female%20Half-Lengths%20-%20A%20Lady%20Reading%20%28Saint%20Mary%20Magdalene%29%20-%201954.290%20-%20Art%20Institute%20of%20Chicago.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20440213,http://commons.wikimedia.org/wiki/Special:FilePath/Toussaint%20Gelton%20-%20The%20Penitent%20Saint%20Mary%20Magdalene%20-%20KMSsp826%20-%20Statens%20Museum%20for%20Kunst.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20538133,http://commons.wikimedia.org/wiki/Special:FilePath/Bartolomeo%20Vivarini%20Santa%20Maria%20Magdalena%20Boston%20MFA%201475.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20565644,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Mary%20Magdalen.1320.Ugolino%20di%20Nerio.%20Boston%2C%20MFA.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q20808409,http://commons.wikimedia.org/wiki/Special:FilePath/Bergognone%2C%20Saint%20Mary%20Magdalene.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q21487137,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Christ%20Appearing%20to%20Mary%20Magdalene%2C%20%E2%80%98Noli%20me%20tangere%E2%80%99.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q21614508,http://commons.wikimedia.org/wiki/Special:FilePath/Heilige%20Maria%20Magdalena%2C%20Quinten%20Massijs%2C%281514-1524%29%2C%20Koninklijk%20Museum%20voor%20Schone%20Kunsten%20Antwerpen%2C%20243.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q21675998,http://commons.wikimedia.org/wiki/Special:FilePath/Ambrosius%20Benson%20-%20Mary%20Magdalene%20-%20WGA1890.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q22081689,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20Frankfurt%20St.%20Mary%20Magdalene.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q22329816,http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20The%20Lamentation.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q22337534,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Magdalen%20Reading%20-%20Ambrosius%20Benson%20%28NG655%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q24061286,http://commons.wikimedia.org/wiki/Special:FilePath/Pi%C3%ABta%20met%20Maria%20Magdalena%20Centraal%20Museum%2018073.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26231868,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20Female%20Half%20Lengths%20Mary%20Magdalene%20with%20a%20chalice.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26492769,http://commons.wikimedia.org/wiki/Special:FilePath/Ma%C3%AEtre%20de%20Delft%20Triptyque%20Crucifixion%20-%20National%20Gallery.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26524774,http://commons.wikimedia.org/wiki/Special:FilePath/Anonymous-Spanish%3F%20-%20Mary%20Magdalen%20-%20NG.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26689445,http://commons.wikimedia.org/wiki/Special:FilePath/Atelier%20van%20Meester%20van%201518%20-%20Maria%20Magdalena%20-%20NG719%20-%20National%20Gallery.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26689446,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Female%20Half-Lengths%20-%20A%20Female%20Head%20%28National%20Gallery%20London%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26705622,http://commons.wikimedia.org/wiki/Special:FilePath/Sienesischer%20Meister%20001.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26997793,http://commons.wikimedia.org/wiki/Special:FilePath/Rechtervleugel%20van%20een%20memorietafel%20met%20negen%20vrouwsportretten%20%28binnenzijde%20rechtervleugel%29%2C%20waarschijnlijk%20Kathrijn%20Willemdsdr%20van%20der%20Graft%20%28%3F-1490-91%29%20en%20familie%20met%20de%20heilige%20Maria%20Rijksmuseum%20SK-A-1188-B.jpeg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q26999865,http://commons.wikimedia.org/wiki/Special:FilePath/Meester%20van%20Alkmaar%20-%20Linkervleugel%20van%20een%20memorietafel%20met%20acht%20mansportretten%20%28binnenzijde%20linkervleugel%29%2C%20waarschijnli%20-%20SK-A-1188-A%20-%20Rijksmuseum.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27037956,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20View%20of%20Saint%20Gudula%20-%20Virgin%20and%20Child%2C%20with%20the%20Magdalene%20and%20a%20Donatrix%2C%20Friedl%C3%A4nder%2C%20ENP%2C%20vol.%204%2C%20nr.%20073.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27128248,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Female%20Half-Lengths%20-%20Mary%20Magdalene%20writing%20at%20her%20desk.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27186325,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Gossaert%20-%20Portrait%20of%20a%20young%20lady%20as%20Mary%20Magdalene%2C%20possibly%20Ysabeau.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27497965,http://commons.wikimedia.org/wiki/Special:FilePath/Isenbrant%2C%20Adriaen%20%E2%80%94%20Mary%20Magdalene%20Reading%20%E2%80%94%20Doria%20Pamphilj.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27690130,http://commons.wikimedia.org/wiki/Special:FilePath/Historias%20de%20San%20Juan%20Bautista%20%28Jaume%20Serra%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27690156,http://commons.wikimedia.org/wiki/Special:FilePath/Historias%20de%20la%20Magdalena%20%28Jaume%20Serra%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27700068,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Dyck%20-%20Piet%C3%A0%2C%20Ca.%201629.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q27981604,http://commons.wikimedia.org/wiki/Special:FilePath/Gaspar%20de%20Crayer%20-%20Virgin%20with%20child%20and%20saints%20Maria%20Magdalen%2C%20Cecilia%2C%20Dorothea%2C%20Catharina%20and%20Augustine.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q28061413,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20pietersz.%2C%20maddalena%20penitente%2C%201575-1600%20ca.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q28073509,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Mansi%20Magdalene%20-%20St.%20Mary%20Magdalene.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q28099246,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Teniers%20after%20Palma%20il%20Vecchio%20-%20Mary%20Magdalene.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q28113631,http://commons.wikimedia.org/wiki/Special:FilePath/Gortzius%20Geldorp%20de%20Oude%20-%20The%20Penitent%20Mary%20Magdalen%20-%20319%20-%20Mauritshuis.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q28169199,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Teniers%20the%20Younger%20-%20St.%20Nicholas%20of%20Bari%20and%20the%20Magdalene.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q29648941,http://commons.wikimedia.org/wiki/Special:FilePath/Ma%C3%AEtre%20des%20demi-figures%20-%20Sainte%20Madeleine%20lisant%20%28Louvre%29.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q29848493,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Le%20Brun%20-%20The%20Repentant%20Magdalen%20-%20WGA12540.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q29954243,http://commons.wikimedia.org/wiki/Special:FilePath/Barent%20van%20Orley%20-%20Hl.%20Maria%20Magdalena%20%28Margarethe%20von%20%C3%96sterreich%29%20-%201133%20-%20Bavarian%20State%20Painting%20Collections.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q29954323,http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20van%20Leyden%20010.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q29980904,http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20Dou%20-%20Penitent%20Magdalene%20Hamburg.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q30061442,http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20Engebrechtsz.%20-%20Drieluik%20met%20de%20bewening%20-%20SK-C-1772%20-%20Rijksmuseum.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q30093951,http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Granacci%20-%20Hl.%20Magdalena%20-%201068%20-%20Bavarian%20State%20Painting%20Collections.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q30149695,http://commons.wikimedia.org/wiki/Special:FilePath/P1160311%20Louvre%20Ste%20madeleine%20Quentin%20Metsys%20RF2006-1%20rwk.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q40043807,http://commons.wikimedia.org/wiki/Special:FilePath/Konrad%20Witz%20007.jpg,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q43257016,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Penitent%20Magdalen%20-%20Nationalmuseum%20-%2018305.tif,11HH(MARY MAGDALENE)
http://www.wikidata.org/entity/Q47008667,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Mansi%20Magdalen%20-%20Mary%20Magdalen.jpg,11HH(MARY MAGDALENE)
